10.1145/3269206.3271701,10.1145/3097983.3098061
10.1145/2783258.2783374,10.1145/2487575.2487681
10.1145/2505515.2505608,10.1145/2187836.2187934
10.1145/3308558.3313567,10.1145/2911451.2914683
10.1145/2348283.2348400,10.1145/2348283.2348400
10.1145/3132847.3132998,10.1145/3132847.3132998
10.1145/3219819.3219949,10.1145/2939672.2939749
10.1145/1935826.1935933,10.1145/1772690.1772692
10.1145/3292500.3330870,10.1145/2339530.2339651
10.1145/3219819.3220020,10.1145/3097983.3097997
10.1145/3209978.3210083,10.1145/3038912.3052569
10.1145/2623330.2623646,10.1145/1835804.1835933
10.1145/3209978.3210088,10.1145/1835449.1835466
10.1145/2505515.2505616,10.1145/2396761.2398477
10.1145/3357384.3357978,10.1145/3219819.3219900
10.1145/2911451.2914731,10.1145/2911451.2914729
10.1145/2983323.2983714,10.1145/2983323.2983714
10.1145/3331184.3331250,10.1145/2983323.2983835
10.1145/2911451.2911545,10.1145/2009916.2009998
10.1145/2983323.2983672,10.1145/2806416.2806564
10.1145/3219819.3220043,10.1145/2600428.2609521
10.1145/2009916.2009949,10.1145/2009916.2009949
10.1145/3209978.3210165,10.1145/3132847.3132963
10.1145/2505515.2505617,10.1145/2505515.2505617
10.1145/3269206.3272019,10.1145/2806416.2806471
10.1145/3269206.3271782,10.1145/2566486.2568042
10.1145/2487575.2487644,10.1145/1835449.1835503
10.1145/3132847.3132877,10.1145/2736277.2741637
10.1145/2911451.2914749,10.1145/2911451.2914749
10.1145/2484028.2484076,10.1145/2396761.2396847
10.1145/3269206.3271810,10.1145/2806416.2806527
10.1145/2939672.2939683,10.1145/2939672.2939683
10.1145/3219819.3219947,10.1145/3219819.3219947
10.1145/2348283.2348518,10.1145/2348283.2348518
10.1145/2484028.2484182,10.1145/2009916.2010047
10.1145/2766462.2767788,10.1145/2766462.2767788
10.1145/2766462.2767859,10.1145/2766462.2767859
10.1145/2783258.2788588,10.1145/2783258.2788588
10.1145/3132847.3132912,10.1145/3132847.3132912
10.1145/2348283.2348330,10.1145/2063576.2063619
10.1145/3209978.3209988,10.1145/2063576.2063654
10.1145/2684822.2685286,10.1145/1772690.1772694
10.1145/3269206.3272026,10.1145/2983323.2983747
10.1145/2396761.2396781,10.1145/1871437.1871508
10.1145/2396761.2398679,10.1145/2396761.2398679
10.1145/2766462.2767786,10.1145/1835449.1835560
10.1145/3308558.3313450,10.1145/3038912.3052659
10.1145/3308558.3313490,10.1145/2623330.2623738
10.1145/3289600.3291037,10.1145/2806416.2806512
10.1145/2600428.2609462,10.1145/2484028.2484166
10.1145/2505515.2505619,10.1145/2505515.2505619
10.1145/2487575.2487652,10.1145/1772690.1772790
10.1145/1963405.1963464,10.1145/1835449.1835649
10.1145/3097983.3097988,10.1145/2939672.2939807
10.1145/2911451.2911508,10.1145/2806416.2806456
10.1145/3331184.3331321,10.1145/3132847.3132892
10.1145/2766462.2767697,10.1145/2009916.2009959
10.1145/3269206.3269255,10.1145/2911451.2911458
10.1145/3269206.3271785,10.1145/2872427.2883037
10.1145/2939672.2939799,10.1145/2623330.2623668
10.1145/3209978.3210087,10.1145/2348283.2348328
10.1145/2566486.2568034,10.1145/1772690.1772698
10.1145/3308558.3313424,10.1145/2488388.2488428
10.1145/2009916.2009985,10.1145/2009916.2009985
10.1145/2939672.2939729,10.1145/2939672.2939729
10.1145/1772690.1772856,10.1145/1772690.1772856
10.1145/3292500.3330665,10.1145/3038912.3052569
10.1145/2939672.2945384,10.1145/2488388.2488453
10.1145/2339530.2339776,10.1145/2339530.2339776
10.1145/3289600.3290966,10.1145/2124295.2124349
10.1145/3178876.3186004,10.1145/2187836.2187923
10.1145/2911451.2914800,10.1145/2661829.2661935
10.1145/2939672.2939816,10.1145/2623330.2623714
10.1145/3132847.3132919,10.1145/2623330.2623733
10.1145/2939672.2939868,10.1145/1835804.1835934
10.1145/2983323.2983800,10.1145/2566486.2567997
10.1145/3357384.3358039,10.1145/1772690.1772697
10.1145/2872427.2883008,10.1145/2872427.2883008
10.1145/2983323.2983856,10.1145/2396761.2398400
10.1145/3308558.3313410,10.1145/3132847.3133123
10.1145/3018661.3022755,10.1145/2766462.2767738
10.1145/3219819.3220041,10.1145/2736277.2741093
10.1145/2339530.2339574,10.1145/1772690.1772761
10.1145/1871437.1871648,10.1145/1871437.1871648
10.1145/2939672.2939788,10.1145/2939672.2939788
10.1145/2872427.2882979,10.1145/2736277.2741672
10.1145/3292500.3340404,10.1145/3292500.3330725
10.1145/3269206.3269291,10.1145/2911451.2911460
10.1145/2505515.2505696,10.1145/2063576.2063862
10.1145/3209978.3210016,10.1145/3038912.3052627
10.1145/3269206.3271800,10.1145/2983323.2983702
10.1145/3308558.3313699,10.1145/2505515.2505665
10.1145/3357384.3357844,10.1145/3269206.3269218
10.1145/3132847.3133184,10.1145/2783258.2783331
10.1145/3331184.3331428,10.1145/3331184.3331428
10.1145/2339530.2339634,10.1145/2339530.2339634
10.1145/2623330.2623723,10.1145/2623330.2623723
10.1145/2396761.2398576,10.1145/2396761.2398576
10.1145/3308558.3313725,10.1145/2009916.2010050
10.1145/2766462.2767846,10.1145/2600428.2609631
10.1145/2783258.2783277,10.1145/2187836.2187943
10.1145/2063576.2063883,10.1145/2063576.2063883
10.1145/2806416.2806632,10.1145/2806416.2806632
10.1145/3018661.3018690,10.1145/3018661.3018690
10.1145/2939672.2939777,10.1145/2939672.2939777
10.1145/3097983.3098144,10.1145/3097983.3098144
10.1145/3219819.3220103,10.1145/3219819.3220103
10.1145/2433396.2433424,10.1145/2433396.2433461
10.1145/2187836.2187896,10.1145/1963405.1963447
10.1145/3357384.3357898,10.1145/3178876.3186154
10.1145/3209978.3210059,10.1145/2348283.2348300
10.1145/3292500.3330751,10.1145/3132847.3133008
10.1145/3308558.3313624,10.1145/2063576.2063683
10.1145/3308558.3313470,10.1145/2783258.2788615
10.1145/3331184.3331202,10.1145/2911451.2911537
10.1145/2911451.2914695,10.1145/2911451.2914695
10.1145/3292500.3330888,10.1145/3178876.3186116
10.1145/2911451.2911505,10.1145/2736277.2741284
10.1145/2488388.2488482,10.1145/2063576.2063718
10.1145/2556195.2559895,10.1145/1935826.1935880
10.1145/2124295.2124343,10.1145/1963405.1963464
10.1145/3209978.3210042,10.1145/3077136.3080777
10.1145/2911451.2911517,10.1145/2766462.2767745
10.1145/3209978.3210204,10.1145/2009916.2010023
10.1145/2911451.2911492,10.1145/2348283.2348301
10.1145/3292500.3330971,10.1145/3038912.3052643
10.1145/2872427.2883034,10.1145/2736277.2741090
10.1145/3331184.3331265,10.1145/3269206.3271776
10.1145/3219819.3219893,10.1145/3219819.3219893
10.1145/3077136.3080695,10.1145/1835449.1835513
10.1145/3357384.3357909,10.1145/3357384.3357909
10.1145/3178876.3186027,10.1145/3178876.3186078
10.1145/2661829.2662009,10.1145/1871437.1871467
10.1145/2806416.2806604,10.1145/2806416.2806604
10.1145/3289600.3291030,10.1145/3289600.3291030
10.1145/3292500.3330779,10.1145/3097983.3097997
10.1145/3292500.3330959,10.1145/2783258.2783401
10.1145/2911451.2914688,10.1145/2766462.2767780
10.1145/3289600.3291009,10.1145/3159652.3159734
10.1145/2009916.2010073,10.1145/2009916.2010073
10.1145/2661829.2661872,10.1145/2661829.2661872
10.1145/3132847.3132893,10.1145/3132847.3132893
10.1145/2487575.2487703,10.1145/2487575.2487703
10.1145/3132847.3133122,10.1145/3132847.3133122
10.1145/1772690.1772749,10.1145/1772690.1772749
10.1145/2433396.2433484,10.1145/1871437.1871565
10.1145/3209978.3210155,10.1145/3077136.3080646
10.1145/2396761.2396785,10.1145/2063576.2063724
10.1145/2983323.2983866,10.1145/2766462.2767773
10.1145/3077136.3080705,10.1145/2736277.2741651
10.1145/3132847.3132873,10.1145/2505515.2505565
10.1145/3038912.3052611,10.1145/2766462.2767830
10.1145/2505515.2505715,10.1145/2063576.2063632
10.1145/3308558.3313538,10.1145/2020408.2020504
10.1145/3038912.3052693,10.1145/2020408.2020505
10.1145/3269206.3269305,10.1145/2600428.2609627
10.1145/2766462.2767699,10.1145/1835449.1835550
10.1145/3038912.3052718,10.1145/2623330.2623348
10.1145/2396761.2396768,10.1145/2396761.2396768
10.1145/3269206.3269221,10.1145/3269206.3269221
10.1145/2063576.2063723,10.1145/2063576.2063723
10.1145/3289600.3291001,10.1145/2623330.2623732
10.1145/2684822.2685288,10.1145/2009916.2010019
10.1145/2806416.2806572,10.1145/2187836.2187846
10.1145/3289600.3290972,10.1145/3018661.3018686
10.1145/3331184.3331323,10.1145/2661829.2661943
10.1145/3292500.3330654,10.1145/3178876.3186058
10.1145/2983323.2983905,10.1145/2983323.2983905
10.1145/2396761.2398570,10.1145/2009916.2009965
10.1145/2623330.2623341,10.1145/2487575.2488217
10.1145/2661829.2661936,10.1145/2484028.2484052
10.1145/3097983.3098135,10.1145/2783258.2783304
10.1145/3357384.3357833,10.1145/3178876.3186040
10.1145/2009916.2010164,10.1145/2009916.2010164
10.1145/2911451.2914745,10.1145/2505515.2505566
10.1145/2623330.2623361,10.1145/2396761.2398595
10.1145/2766462.2767711,10.1145/2487575.2487673
10.1145/3132847.3133042,10.1145/2783258.2783279
10.1145/3289600.3290998,10.1145/2783258.2783273
10.1145/2348283.2348385,10.1145/2009916.2009938
10.1145/2339530.2339723,10.1145/2339530.2339723
10.1145/2939672.2939732,10.1145/2487575.2487704
10.1145/3132847.3133137,10.1145/2566486.2567996
10.1145/2766462.2767699,10.1145/1835449.1835542
10.1145/2911451.2911506,10.1145/1772690.1772770
10.1145/2600428.2609590,10.1145/2348283.2348293
10.1145/3331184.3331253,10.1145/3331184.3331253
10.1145/1935826.1935923,10.1145/1935826.1935923
10.1145/2396761.2398691,10.1145/1871437.1871586
10.1145/2983323.2983812,10.1145/1772690.1772751
10.1145/3308558.3313582,10.1145/2488388.2488505
10.1145/3018661.3018694,10.1145/2009916.2009933
10.1145/2339530.2339537,10.1145/2339530.2339537
10.1145/2983323.2983818,10.1145/2600428.2609485
10.1145/3178876.3186184,10.1145/2487575.2487699
10.1145/2396761.2398593,10.1145/2396761.2398593
10.1145/3331184.3331209,10.1145/1772690.1772777
10.1145/2505515.2507871,10.1145/2505515.2507871
10.1145/3292500.3330790,10.1145/3077136.3080777
10.1145/2124295.2124327,10.1145/1935826.1935868
10.1145/3289600.3291039,10.1145/3132847.3132914
10.1145/3038912.3052556,10.1145/2806416.2806501
10.1145/3331184.3331246,10.1145/3178876.3186068
10.1145/2939672.2939851,10.1145/2339530.2339551
10.1145/2661829.2661953,10.1145/2348283.2348300
10.1145/2187836.2187870,10.1145/1963405.1963471
10.1145/2661829.2661970,10.1145/2661829.2661970
10.1145/1772690.1772936,10.1145/1772690.1772936
10.1145/2766462.2767775,10.1145/2348283.2348308
10.1145/2783258.2783358,10.1145/2783258.2783358
10.1145/3308558.3313717,10.1145/2939672.2939764
10.1145/3292500.3330828,10.1145/3132847.3133056
10.1145/2911451.2911499,10.1145/2488388.2488514
10.1145/3178876.3186176,10.1145/1772690.1772710
10.1145/2661829.2661950,10.1145/2484028.2484038
10.1145/2872427.2883056,10.1145/2872427.2883056
10.1145/3132847.3132990,10.1145/3132847.3132990
10.1145/3018661.3022762,10.1145/2348283.2348501
10.1145/2124295.2124355,10.1145/1718487.1718528
10.1145/3209978.3210151,10.1145/2339530.2339556
10.1145/3331184.3331247,10.1145/3331184.3331247
10.1145/3292500.3330864,10.1145/3292500.3330864
10.1145/2684822.2685303,10.1145/1935826.1935863
10.1145/3292500.3330918,10.1145/2939672.2939794
10.1145/3178876.3186067,10.1145/2766462.2767752
10.1145/3018661.3018708,10.1145/2487575.2488218
10.1145/2783258.2783306,10.1145/2783258.2783306
10.1145/3292500.3330725,10.1145/3292500.3330725
10.1145/2396761.2398443,10.1145/1835804.1835818
10.1145/2339530.2339628,10.1145/1772690.1772752
10.1145/3209978.3209993,10.1145/2939672.2939677
10.1145/3219819.3220006,10.1145/3178876.3186114
10.1145/3331184.3331279,10.1145/2396761.2398553
10.1145/3038912.3052708,10.1145/2736277.2741093
10.1145/2396761.2398505,10.1145/2396761.2398505
10.1145/3331184.3331356,10.1145/3331184.3331356
10.1145/3292500.3332280,10.1145/2939672.2945386
10.1145/2487575.2487654,10.1145/2020408.2020589
10.1145/3097983.3098031,10.1145/2339530.2339724
10.1145/3292500.3330922,10.1145/3219819.3219846
10.1145/3308558.3313620,10.1145/2187836.2187874
10.1145/3308558.3313607,10.1145/2783258.2783381
10.1145/2396761.2398543,10.1145/1772690.1772751
10.1145/3097983.3098125,10.1145/2484028.2484055
10.1145/2396761.2398502,10.1145/1963405.1963432
10.1145/3132847.3132907,10.1145/2487575.2487645
10.1145/2684822.2685319,10.1145/2505515.2505682
10.1145/2835776.2835849,10.1145/1835804.1835833
10.1145/3077136.3080833,10.1145/2505515.2505682
10.1145/3178876.3186004,10.1145/2623330.2623677
10.1145/2911451.2914807,10.1145/2623330.2623623
10.1145/2063576.2063832,10.1145/1871437.1871602
10.1145/2600428.2609452,10.1145/1772690.1772751
10.1145/2484028.2484051,10.1145/1871437.1871573
10.1145/3178876.3186046,10.1145/2488388.2488408
10.1145/2766462.2767714,10.1145/2661829.2661922
10.1145/3292500.3330786,10.1145/3292500.3330786
10.1145/3292500.3332287,10.1145/3292500.3332287
10.1145/3178876.3186057,10.1145/3178876.3186057
10.1145/3308558.3313484,10.1145/3269206.3269224
10.1145/3159652.3159669,10.1145/3159652.3159669
10.1145/3357384.3358094,10.1145/3178876.3186059
10.1145/2872427.2883045,10.1145/1963405.1963489
10.1145/2396761.2396776,10.1145/2020408.2020464
10.1145/2661829.2661988,10.1145/1772690.1772761
10.1145/3159652.3159654,10.1145/2939672.2945386
10.1145/2505515.2505557,10.1145/2063576.2063933
10.1145/2661829.2661865,10.1145/2487575.2487636
10.1145/3159652.3159727,10.1145/1871437.1871535
10.1145/2783258.2783285,10.1145/2487575.2487678
10.1145/2766462.2767876,10.1145/2766462.2767876
10.1145/2396761.2398471,10.1145/2396761.2398471
10.1145/2766462.2767732,10.1145/2484028.2484049
10.1145/3308558.3313439,10.1145/3308558.3313439
10.1145/2766462.2767697,10.1145/2661829.2661921
10.1145/2600428.2609573,10.1145/2348283.2348519
10.1145/3308558.3313450,10.1145/2766462.2767732
10.1145/3178876.3186175,10.1145/2020408.2020480
10.1145/3209978.3210100,10.1145/2348283.2348473
10.1145/3159652.3159654,10.1145/2009916.2010039
10.1145/3132847.3132888,10.1145/2911451.2911518
10.1145/2623330.2623756,10.1145/2623330.2623756
10.1145/2566486.2568044,10.1145/2566486.2568044
10.1145/3132847.3133067,10.1145/2623330.2623703
10.1145/3209978.3210058,10.1145/2872427.2883062
10.1145/2600428.2609630,10.1145/2009916.2009949
10.1145/2487575.2487664,10.1145/2487575.2487664
10.1145/3292500.3340419,10.1145/3292500.3340419
10.1145/2911451.2911524,10.1145/2806416.2806471
10.1145/3219819.3220061,10.1145/2009916.2009961
10.1145/3269206.3271685,10.1145/2783258.2783322
10.1145/2736277.2741637,10.1145/2736277.2741637
10.1145/2433396.2433497,10.1145/1718487.1718518
10.1145/2484028.2484145,10.1145/1871437.1871571
10.1145/2600428.2609548,10.1145/2600428.2609548
10.1145/2505515.2507890,10.1145/2505515.2507890
10.1145/2063576.2063910,10.1145/1871437.1871507
10.1145/2835776.2835814,10.1145/2124295.2124374
10.1145/1871437.1871721,10.1145/1871437.1871721
10.1145/3292500.3330917,10.1145/3292500.3330917
10.1145/1871437.1871768,10.1145/1871437.1871768
10.1145/2396761.2396823,10.1145/2396761.2396823
10.1145/2661829.2661976,10.1145/2484028.2484101
10.1145/2872427.2883031,10.1145/1772690.1772751
10.1145/3289600.3290969,10.1145/3289600.3290969
10.1145/3018661.3018728,10.1145/1835804.1835884
10.1145/3292500.3332296,10.1145/2623330.2623623
10.1145/3219819.3220081,10.1145/2487575.2487636
10.1145/1871437.1871463,10.1145/1871437.1871463
10.1145/2806416.2806471,10.1145/2661829.2662018
10.1145/2939672.2939696,10.1145/2783258.2788595
10.1145/2939672.2939865,10.1145/1835804.1835937
10.1145/2766462.2767761,10.1145/2766462.2767761
10.1145/3209978.3209993,10.1145/2623330.2623633
10.1145/3308558.3313596,10.1145/3038912.3052686
10.1145/3178876.3186079,10.1145/2766462.2767742
10.1145/2623330.2623744,10.1145/2623330.2623744
10.1145/3077136.3080775,10.1145/2600428.2609629
10.1145/3132847.3132937,10.1145/2187836.2187874
10.1145/3077136.3080804,10.1145/2600428.2609633
10.1145/2484028.2484181,10.1145/2396761.2398398
10.1145/2872427.2883047,10.1145/2187836.2187903
10.1145/2806416.2806503,10.1145/2020408.2020504
10.1145/3357384.3357986,10.1145/2661829.2661984
10.1145/3289600.3291016,10.1145/3038912.3052569
10.1145/2623330.2623621,10.1145/2339530.2339631
10.1145/3269206.3271667,10.1145/3269206.3271667
10.1145/2020408.2020489,10.1145/1772690.1772727
10.1145/2433396.2433445,10.1145/2433396.2433445
10.1145/3077136.3082065,10.1145/2600428.2602292
10.1145/2488388.2488461,10.1145/2063576.2063740
10.1145/3077136.3080668,10.1145/3077136.3080668
10.1145/2806416.2806465,10.1145/2566486.2567985
10.1145/2487575.2487672,10.1145/1963405.1963441
10.1145/3357384.3357800,10.1145/3219819.3219820
10.1145/3077136.3084149,10.1145/2484028.2484165
10.1145/3178876.3186083,10.1145/2766462.2767709
10.1145/3038912.3052669,10.1145/2487575.2487624
10.1145/3289600.3291035,10.1145/2835776.2835833
10.1145/2488388.2488399,10.1145/1772690.1772711
10.1145/3132847.3132851,10.1145/2939672.2939763
10.1145/3018661.3022747,10.1145/3018661.3022747
10.1145/3178876.3186182,10.1145/2339530.2339577
10.1145/2684822.2685309,10.1145/2009916.2009922
10.1145/2063576.2063837,10.1145/2063576.2063837
10.1145/2806416.2806523,10.1145/2487575.2487638
10.1145/2661829.2661868,10.1145/2661829.2661868
10.1145/3209978.3210062,10.1145/3209978.3210062
10.1145/3331184.3331373,10.1145/3331184.3331373
10.1145/3269206.3271764,10.1145/2766462.2767811
10.1145/3219819.3219948,10.1145/2939672.2939854
10.1145/2911451.2911535,10.1145/2661829.2661887
10.1145/3357384.3357903,10.1145/2806416.2806512
10.1145/2505515.2507854,10.1145/2505515.2507854
10.1145/3077136.3080797,10.1145/3077136.3080797
10.1145/2766462.2767786,10.1145/2766462.2767786
10.1145/2339530.2339756,10.1145/2339530.2339756
10.1145/2783258.2783353,10.1145/2783258.2783353
10.1145/2939672.2939683,10.1145/2020408.2020480
10.1145/2872427.2883044,10.1145/2872427.2883044
10.1145/2872427.2883013,10.1145/2872427.2883013
10.1145/2983323.2983846,10.1145/2488388.2488471
10.1145/3219819.3219862,10.1145/2623330.2623342
10.1145/3308558.3313701,10.1145/3308558.3313701
10.1145/2766462.2767696,10.1145/2484028.2484151
10.1145/3308558.3313609,10.1145/3038912.3052667
10.1145/2835776.2835835,10.1145/2009916.2010039
10.1145/2623330.2623646,10.1145/2487575.2487624
10.1145/3292500.3332275,10.1145/2339530.2339754
10.1145/3269206.3272021,10.1145/2623330.2623357
10.1145/2983323.2983762,10.1145/1835804.1835930
10.1145/2736277.2741098,10.1145/2736277.2741638
10.1145/3209978.3210035,10.1145/3178876.3186072
10.1145/2505515.2505679,10.1145/2348283.2348312
10.1145/2063576.2063878,10.1145/2063576.2063878
10.1145/2505515.2505653,10.1145/2505515.2505653
10.1145/3269206.3271714,10.1145/3077136.3080786
10.1145/2433396.2433466,10.1145/1835804.1835925
10.1145/1772690.1772724,10.1145/1772690.1772724
10.1145/2806416.2806630,10.1145/2396761.2396865
10.1145/3077136.3080750,10.1145/2911451.2914754
10.1145/3331184.3331301,10.1145/3132847.3133132
10.1145/2911451.2914801,10.1145/2009916.2010038
10.1145/2600428.2609624,10.1145/2487575.2487625
10.1145/3018661.3018698,10.1145/2600428.2609571
10.1145/3331184.3331218,10.1145/1772690.1772703
10.1145/3289600.3291019,10.1145/3159652.3159671
10.1145/2983323.2983721,10.1145/2600428.2609565
10.1145/3178876.3186046,10.1145/2939672.2939785
10.1145/3018661.3018665,10.1145/2623330.2623758
10.1145/2623330.2623623,10.1145/2187836.2187874
10.1145/2736277.2741104,10.1145/2484028.2484071
10.1145/1871437.1871792,10.1145/1871437.1871792
10.1145/2983323.2983723,10.1145/2911451.2914672
10.1145/3269206.3271705,10.1145/2487575.2487648
10.1145/3038912.3052704,10.1145/2766462.2767756
10.1145/2020408.2020594,10.1145/2020408.2020594
10.1145/3077136.3080723,10.1145/2983323.2983911
10.1145/2396761.2398501,10.1145/2396761.2398501
10.1145/2766462.2767856,10.1145/1835449.1835512
10.1145/3269206.3271705,10.1145/3269206.3271705
10.1145/2505515.2505640,10.1145/2505515.2505640
10.1145/3269206.3271766,10.1145/3132847.3133015
10.1145/3018661.3018699,10.1145/3018661.3018699
10.1145/2396761.2398648,10.1145/1871437.1871666
10.1145/1835804.1835831,10.1145/1835804.1835831
10.1145/2806416.2806598,10.1145/2806416.2806598
10.1145/2063576.2063809,10.1145/2063576.2063809
10.1145/3209978.3210028,10.1145/1835449.1835660
10.1145/3219819.3220004,10.1145/2736277.2741093
10.1145/3209978.3210159,10.1145/2766462.2767694
10.1145/2939672.2939861,10.1145/2566486.2568020
10.1145/3269206.3271720,10.1145/3132847.3132993
10.1145/3097983.3098054,10.1145/3097983.3098054
10.1145/3209978.3210036,10.1145/3077136.3080826
10.1145/3018661.3018721,10.1145/1718487.1718498
10.1145/3308558.3313553,10.1145/2063576.2063627
10.1145/2063576.2063910,10.1145/2063576.2063910
10.1145/2939672.2939843,10.1145/2623330.2623656
10.1145/3077136.3080776,10.1145/2766462.2767755
10.1145/3018661.3018681,10.1145/1772690.1772756
10.1145/3357384.3357966,10.1145/3357384.3357966
10.1145/2983323.2983817,10.1145/1835804.1835937
10.1145/2911451.2911470,10.1145/2911451.2911470
10.1145/3331184.3331245,10.1145/3331184.3331245
10.1145/1963405.1963461,10.1145/1963405.1963461
10.5555/2872427.3257910,10.5555/2872427.3257910
10.1145/3289600.3291036,10.1145/3289600.3291036
10.1145/2600428.2609577,10.1145/2396761.2396779
10.1145/2939672.2939799,10.1145/1871437.1871716
10.1145/2339530.2339615,10.1145/2339530.2339615
10.1145/3292500.3330665,10.1145/2783258.2783273
10.1145/2396761.2398463,10.1145/2396761.2398463
10.1145/3357384.3358082,10.1145/3357384.3358082
10.1145/1772690.1772928,10.1145/1772690.1772928
10.1145/3178876.3186114,10.1145/3097983.3098036
10.1145/2020408.2020444,10.1145/2020408.2020444
10.1145/3038912.3052593,10.1145/2766462.2767723
10.1145/3289600.3291030,10.1145/2911451.2911519
10.1145/3269206.3271737,10.1145/2983323.2983721
10.1145/3097983.3098054,10.1145/1963405.1963488
10.1145/3308558.3313466,10.1145/2983323.2983769
10.1145/3209978.3210131,10.1145/3077136.3080785
10.1145/3292500.3330906,10.1145/3178876.3186158
10.1145/2009916.2010134,10.1145/1835449.1835549
10.1145/3178876.3186026,10.1145/2661829.2662055
10.1145/2661829.2661998,10.1145/2348283.2348371
10.1145/3308558.3313626,10.1145/2488388.2488433
10.1145/2484028.2484050,10.1145/2348283.2348343
10.1145/2911451.2914682,10.1145/1835449.1835518
10.1145/3178876.3186106,10.1145/2939672.2939782
10.1145/3018661.3018720,10.1145/1935826.1935877
10.1145/2939672.2945361,10.1145/2939672.2945361
10.1145/3357384.3358043,10.1145/3357384.3358043
10.1145/2488388.2488434,10.1145/2488388.2488434
10.1145/2736277.2741656,10.1145/2488388.2488505
10.1145/3178876.3186036,10.1145/3178876.3186036
10.1145/2661829.2661889,10.1145/1963405.1963495
10.1145/3289600.3290966,10.1145/2600428.2609575
10.1145/2063576.2063626,10.1145/1871437.1871593
10.1145/2505515.2507824,10.1145/2063576.2063941
10.1145/2983323.2983700,10.1145/1963405.1963435
10.1145/2911451.2914742,10.1145/2600428.2609574
10.1145/3292500.3330736,10.1145/2939672.2939825
10.1145/3269206.3269296,10.1145/3269206.3269296
10.1145/2939672.2939703,10.1145/2566486.2567967
10.1145/2911451.2911458,10.1145/2661829.2662018
10.1145/3308558.3313468,10.1145/3077136.3080831
10.1145/3132847.3132951,10.1145/2806416.2806580
10.1145/2872427.2883047,10.1145/2487575.2488198
10.1145/3289600.3291009,10.1145/2806416.2806607
10.1145/2020408.2020503,10.1145/1835449.1835511
10.1145/2911451.2914767,10.1145/1963405.1963455
10.1145/2661829.2662024,10.1145/1772690.1772756
10.1145/2806416.2806510,10.1145/2806416.2806510
10.1145/2505515.2505572,10.1145/2187836.2187940
10.1145/3077136.3080838,10.1145/2939672.2939690
10.1145/3308558.3313543,10.1145/3209978.3209991
10.1145/3269206.3269244,10.1145/2939672.2939754
10.1145/2661829.2661848,10.1145/2487575.2487714
10.1145/3132847.3132850,10.1145/2600428.2609574
10.1145/2396761.2398520,10.1145/2396761.2398520
10.1145/3209978.3210024,10.1145/2484028.2484094
10.1145/2939672.2939755,10.1145/2872427.2883010
10.1145/2939672.2939761,10.1145/2939672.2939761
10.1145/2505515.2505757,10.1145/2505515.2505757
10.1145/3289600.3290617,10.1145/3289600.3290617
10.1145/3178876.3186064,10.1145/3077136.3080771
10.1145/2983323.2983902,10.1145/2487575.2488188
10.1145/2600428.2609629,10.1145/2009916.2009929
10.1145/3077136.3080837,10.1145/2063576.2063599
10.1145/3209978.3210190,10.1145/2623330.2623623
10.1145/2939672.2939822,10.1145/2623330.2623732
10.1145/2939672.2939780,10.1145/2566486.2568008
10.1145/3077136.3080840,10.1145/2911451.2914675
10.1145/2009916.2010128,10.1145/2009916.2010128
10.1145/3209978.3209981,10.1145/2872427.2883090
10.1145/3178876.3186152,10.1145/3097983.3098094
10.1145/2872427.2883058,10.1145/2009916.2009974
10.1145/2783258.2790452,10.1145/2783258.2790452
10.1145/2063576.2063688,10.1145/2063576.2063688
10.1145/3018661.3018683,10.1145/2009916.2009962
10.1145/3357384.3358025,10.1145/3357384.3358025
10.1145/2009916.2009928,10.1145/1772690.1772792
10.1145/2484028.2484044,10.1145/2396761.2398501
10.1145/2661829.2662042,10.1145/1871437.1871559
10.1145/3209978.3210033,10.1145/3209978.3210033
10.1145/3038912.3052667,10.1145/3038912.3052667
10.1145/2600428.2610382,10.1145/1772690.1772780
10.1145/2487575.2487681,10.1145/1871437.1871689
10.1145/2396761.2398449,10.1145/2339530.2339741
10.1145/3018661.3018715,10.1145/2484028.2484067
10.1145/2806416.2806484,10.1145/2009916.2010021
10.1145/2835776.2835825,10.1145/2396761.2398667
10.1145/2063576.2063741,10.1145/1835804.1835837
10.1145/2505515.2505719,10.1145/1871437.1871498
10.1145/3209978.3210218,10.1145/3077136.3080826
10.1145/2488388.2488506,10.1145/2187836.2187928
10.1145/3097983.3098027,10.1145/2783258.2783387
10.1145/3132847.3133128,10.1145/2020408.2020480
10.1145/3159652.3159667,10.1145/2009916.2010048
10.1145/2623330.2623738,10.1145/2623330.2623738
10.1145/2505515.2505642,10.1145/2505515.2505642
10.1145/2484028.2484184,10.1145/2484028.2484184
10.1145/2911451.2914704,10.1145/2020408.2020476
10.1145/3132847.3132905,10.1145/1772690.1772756
10.1145/3331184.3331307,10.1145/3331184.3331307
10.1145/2487575.2487593,10.1145/2487575.2487593
10.1145/2983323.2983704,10.1145/2063576.2063584
10.1145/2339530.2339538,10.1145/1871437.1871707
10.1145/3132847.3132885,10.1145/2020408.2020569
10.1145/3308558.3313485,10.1145/3219819.3219904
10.1145/3269206.3269276,10.1145/2623330.2623643
10.1145/3038912.3052664,10.1145/2766462.2767706
10.1145/3018661.3018694,10.1145/2766462.2767760
10.1145/2505515.2505684,10.1145/2348283.2348361
10.1145/2939672.2939695,10.1145/2939672.2939695
10.1145/2600428.2609588,10.1145/2484028.2484084
