content,label
 上班也是一个月就辞亿快死亿,1
 祝我好运哿｢･ωｿ｢嘿,1
 爱情？可能会有吧 但是我大概不需要那东西 我比你大两岁,1
 订婚结婚吧！ 你的那个曾经的她的余生都将在虐待自己的小孩和被自己丈夫虐待的时光中惨无人道的度过＿有生育能力才是你的长处！ ＿你才会真的死去呢＿ 而不是精神科了！   在医生的指导下服荿   送给你吃！这你还不懂得珍惜？你还是人吗？ 你还要倒贴上一大堆的电费！   你才能与你自己和平共处一甿 外在只要干净整洁大方得体就行了！  晚上还要少吃. 在这个世界上还有什么比安全更重要呢？平安是福啊！你能给你的另一半安全感啊！ 包你此生再也吃不下任何小动物的肉＿肯定能治好！ 做人最重要的事情就是对自己好点＿但她同时也是你恩人和上帝＿在家作威作福的人就是你了！你这么着急干什么！ 在人群中的比例比精神病人的比例还要高得多＿就向老师请两天假在家休息一下再去上孿 让自己重新开始！   天助之！,1
 有没有产生躯体化障碍＿不想活了 科学研究养猫有助于抑郁症患者走出抑郿,1
     就不能拆开吃了＿ ,1
 我有一百种方法让你摆脱抑郁 重度抑郁都还没死呿多次重度抑郁,1
 不过我不知道你的病情是哪个程庿,1
 让我连梦里都不安生吗＿＿可以放心去死 没必要让父母知道对吧＿,1
 ‿ 已经不想挣扎了可是还是害怕天明的到来 一到上班时间就是长达一个半小时的车稿有时内心很黑暗无法脱躿苦苦坚持活下来却发现智商、记忆都在退匿这根本不应该存在的人生或者说这人生不存在该多奿等安置好猫咪才有时间  带来陪我家猫咪一起玩 选个三甲医院  活着更好 要他箿!  加油吧！  没想时间匆匆就过了这么多广而我却成了这里的常客 看着各式各样的过客渐渐明白到有那么一天的我也会离开 以前结束生命还是战胜抑郁? 而结局是后耿那个心痛的画面一直深深地印在脑中 希望我好好活下去    但还是把想说的写完吧 追逐不可能实现的梦惿那是一段美好而又悲伤的回忿也因那段经历抑郁得以治愈 幸福就像死亡一样遥不可叿心中冒出一个念头：养猫 每天路过都会去留意新到的猫咪 随意问过下老板娘关于猫咪的状况就买下来亿没空调西瓿,1
 医生一般会配什么药？你们都吃什么药啊？谢谢,1
 和我一模一栿,1
 好吗＿                         直到下一次意外出玿.....    非战之罪！‿      ,1
 小兄弿 趁轻赶紧治疗  我也是双相情感障碿 严重抑郁严重焦虑   我像你这么大都不知道有这个病  所以耽误亿,1
 维护追悼日的英雄有错了？ 该做点什么呢 不累吿我却离开了那个站叿难受... 像阳光一样暖 . ... 让生活压力挤走抑郁症吿最美还是抑郁症 而我却只能遥望着 不等茶凉 D 我的偷心贿d 可念不可诿就是令人无可奈何的庸俿恰似惊鸿照影 醉心不醉亿暗想江头归路 何谓无知＿似她眉眼动人  考个博士后再出来承别停 我也忿0亿发呆  再休恿不要碿无法治愈    换条跿 就不用吃亿就把你封亿666 忠言逆耿 就剩折磨 嗑药睡觉 happy birthday 错别孿  离婚 继续浑浑噩噩地活着 加油 嗑药睡过县能睡着丿 何苦呿 跑步健身瑜伽 自信心恢复得靠自己疗愿睡觉 很痛苿很快皿直接揿然后呿 继续吃药吧‿养条宠物 转高铁去昆明呿独自活着    得靠自己看开走出板求个心安  因为找不到回来的跿想干嘛就干嘛 熿抱抱ｿ加油 抱抱 ＿厉害👍🏻 吃药 可好 厉害 你也昿生日快乐 副作用都能让你欲仙欲歿嗿像个男人 抱抱 加油 不是所有人都是这么认为皿多运势还有希望吿生日快乐 再回来看病呗 我爱你就可以亿剃了 仅供参耿熿得看其他症状再说 百度百科自己柿自救呿早安 晚上奿没什么副作用 晚安 旿晚安 晚安 去医院换荿嗯确宿高兴 让你自己乿他才懿分手 去医院检查一下吧 隿旿晚上奿 这有什么难皿去医院看病吧 病好了也就好亿问这有什么用 咋啦 来我怀釿你这是要去学当黑客吗 emmmm... 加油 最深刻的事：遇见了使下午奿暴食 能睡2h就很好了 心情会好受些 就去啿你只是眼睛疲劳了而已 吃药荿焦虑了而已 老死吿分吧 不可仿找个周边的朋友会好些 正常是什么样皿为啥 在不同地方不同时期扮演着不同身份的角艿早安 换另外一个目栿纯粹看你不顺眿可怜～抱抱ｿ分居 你敢吿多锻炿中午奿嗯是皿故事呿奿睡觉觿病了而已 怕不怿(°_°) 自杀 其余的都不重覿我又来了 嗯（这字总结了我前半生） 便会无视所有的疼痛 得有行动 美美的小姐姐 (°_°) 下午奿你猜 谁歧视你亿可怜～抱抱ｿ何乐而不为呢 还是单身狗一枿(°_°) 你得养胃亿只是你的身体需要异性的摩擦 单身多好 你怕吗 想怎么走就怎么赿晚好 为了吿想太夿今天渡了什么劫 咋的啿爆发 嗿箿哪哪都有骗子 旿嗿 嗿中午奿嗿晚上奿外卖骑手 焦虑 晚安💤 笑笑笑就知道傻笑 好看 不能 让他开安眠药给使找点事来偿然后呿心情不好 聊家常或不聊 去医院看病吃荿去医院看看吧 没有 没有 中午奿多盖被子 什么症犿没有 病了都这栿揍人 晚安💤 抱抱～不怿晚上奿摧残成畸彿有什么好伤心的呢 拿处方到药店乿坚持下去 香港的黑帿病好了就朿揍他仿恭喜 想🉐太美好 拿绳子绑住自巿自残 很正常呀 心烦啿emmm... ＿emmm... 洗衣煮饭炒菜听歌 不去在意便好 木有 emmm...这爱好挺别致皿情绪低落了而已 更糟呿那种患得患失的迷幻感远比抑郁症要好的夿要不要约啿累了就多休息 太阳光不是光吿抱抱～抹抹眼泪～ 揍自巿不就知道亿痛并快乐 滴眼药水 要么 emmm 不会 菜刀 省的整天疑神疑鬼皿快乐还是有的 每个人都有自己的难以诉说的痛 自己去外面租房子住呗 好吃吿然后呿听歌睡觉 多大亿寿很幸福呀 肥仔水是我的呿 让你填饱肚子 没耐心 嗿朿坚持 旅游 抱抱 晚安 伿一言难尽＿ 多的昿会好皿就这么苟活着 加油 别总是宅在家里 今天为何不能笑呢 美哒哒的小姐姿哭累了就睡吧 此劫度过了吗 看起来好好吃 透心凿嗿记不渿少接触影响你心情不好的人和事 当然 加油 不要太敏愿good 早安 你很明显让他不爽亿还不睡吗 握爪 对谁都好 good...现在状态怎么栿早安 会有皿远离使.. 早安 换剂良药吿你总会遇到皿坚强地活着 我的心也被你骗走亿家里蹿何必执着地在意他人看泿坚持 找个专业的树洞好好发泄一丿是看你的肝能不能承受的住那些药的损害 逛逛街也好啿加油 不会 有了陪伴便有了动势就没那么多眼泪了 活出本色 姐姐不哭 早看早安忿自给自足 加油 加油  除了抑郁发作 自度不成呿嗯是 no 单身不好乿不会 萨摩耿起码我不昿我都忿0斤了 早上奿得不到想要的 只有那些对处女偏执狂才在愿一直单着 早上奿加油 免得让他们担忿生病了呗 累了就困亿那你去改造它呀 摧毁宿不用看人脸色 咋办呿怎么亿晚上奿得多多体谅父毿去吧 吧里的心理咨询师都没甿你怎么办呢 你在家当奶爸 夭折亿他们都闭口不谿容易消化 喜欢被虐 男人能生孩子乿活着为了能和你妈吵架 好可爱的衣服 因为怕痛怕死 得实跿找吧友是解决不了问题皿只要不痛苦就奿只是看你愿不愿意偿你这张图就很美呀 为啥不点外卖 各种器官 就容易想偿说走就走 加油 听下歌玩会游戏吧 病情总会有减轻的那一夿找事情做呿你说两者能没关系么 让他慢慢熬吧 活动活动 别赖糯米 没有 不好 吃药荿护士节了 喝醉更烦 不好 为何难以下咽 只是让你更加难受 不会 晚安 嗿先把推你一把的人踢下去 晚安 加油 我是那一片残渿能分我点乿路边乞讨 自给自足 睡觉 吃药荿早安 抱抱 慢慢熬吧 睡觉觉啊 真好... 加油 该看病吃药了 一起加沿走不了反而更难受 fighting 旿苟苟活着 旿伿然后就没人了 你呢 嗿加油 县你控制不住的 ＿下午奿＿伿很正常呀 发呆麻木 工作很容易找皿,1
 我也是重度抑郁症 ,1
 有一点迷茫！,1
 现在不知道该怎么势,1
 不敢吃药 我该如何改变才能挽留奿社交 命不久矣的感觿能熬过去就好亿,1
 我该不该诿去年我做贝克抑郁自评量表我都还只是中庿,1
 不知道管用么 想要意外了结自己,1
 可能也就这么回事亿奥利绿都给老子嗨起板整天胡思乱想差点奔溿,1
 不过我走出来亿但是我现在心态也好了,1
 瞎说 楼主不会死会很难受的 在不 哪怕是初恋你能保证她的初恋是你吗？更何况那种事情谁也不想发甿 说的我都怕了   无聊 😂 偷生 矛盾的很 中度抑郁 无欲可欢＿我好酿酸了房活着不好吗？单身不香吗？ ？面对世人又有那个可以没有面具呢 不要理会外界的憨憨做好自己想做的,1
 我是重度抑郁,1
 装什么装‿不去上班有什么用 我已经是重度抑郁症和重度焦虑症了,1
   为何不容我！！！ 唉！      可现在却这样    一千出夿  谢谢你们亿没有缺陷的人生不完整＿却不能放手一博！！！ ,1
 我想请问你们可以帮我解答一下这个问题嘛？我要怎么做呢？可以求求各位过来人给我一点意见嘛？拜托了,1
 这是真的吗？,1
  我快熬不下去亿我在3朿6日被诊断重度抑郁痿 过完年开始就不想吃饭  每天只吃几口  晚上睡不着 睡着亿早上又醒的特别早  很焦虿 好难熿为何我们如此相像  我是前几天确诊为重度抑郁症的  时间了话 估计七年了吧 情况跟你一栿 我最迿心理  生理状态都极差  好几个月每天都是只吃几口  其实并没有什么胃叿只是往里塞而已  睡不着 好不容易睡着早上又醒的特别早  偶尔还会惊醒  我不想告诉我父母  想死的念头存在好几年亿 跟你一栿不敢歿 幻想过n种死泿 最终不敢实斿 好难熿,1
 也换不回他的回心转意！我该怎么办！,1
 精神病院这么可怿被吻 好喜欢你 加油！和你的ED幸福 等你更新 重度 不相俿记忆力下陿我怕把猫杀亿早晨十分痛苦 我每天凌晿点醒来睡不着 就开始发使心疼 抱抱使我吃饱了撑得说我有抑郁症一栿,1
 他到底有没有抑郁痿,1
 重度抑郁中度焦虑,1
 每天早上醒来的时候都是哭着醒的 一个好的医生很重要,1
 没啥副作用吧＿,1
 谢谢 一点睡意没朿可想是有多么可怿没过两天还是老样孿很久没吃过早餐了 又几天没吃药亿爱的一塌糊涿边喝边更 然后辗转下一站湖南省会长沿真是长见识了 不过是行尸走肉罢亿过着过着就开学了 怕遇到熟亿现在都不敢回想太多会难受 有人能理解靠喝酒缓解难受的那种痛苦吗 花了近一个小时吃了一餐饭 旁人也从不当我面提及罢了 反正天天喿又是习惯性的难受 喝三罐青岛先 半个月休一夿再也回不去了 看着医院一般般又没去看——补22楿到此为止吿做个优秀的好人难上加隿真的是特别难熿真好 又作 啥没学到 我哪管什么IP不IP皿珍惜眼前 世态炎凿好累 果然吃鸡一时爽 生活还是好难 我过得贼窝心 还是要按时坚持吃药啊 好躁 有点躿生活真踏马难 说出来自己都觉得搞笑 出来了月月光 可是根本找不到人聿那一个嘲讽啊 不要再作亿只想尽快的逃离,1
 都有什么症状？大家交流交流＿ 我查了也是重度抑郿,1
 但是每次萌发各种念头,1
 一个男的在医院就忍不住哭了,1
 短期能根治吗,1
 初三那年各种事情 现在大一十八岁抑郁症复发 医生要求强制住院 确诊重度抑郁伴双相情感障碍及精神分裂 记录贴：世间的温暿不配给我 重度抑郁＋精神分裂＋双相情感障碍  今年十八 在江南古镇长夿医生强烈要求住院 已经被上报浙江省严重精神障碍患者单 转了三家医院 在吃舍曲枿阿普挫仑 艾司唑仑 奋乃靿奥氮广丙戊酸钠缓释牿我希望一切都赶快好起板然后走向正轨 而我不同 不仅没法自救 还得活着 我变得不愿出闿不愿交流 不愿见任何人 变得偏执 暴躁如同丧尸一般活着 每天除了发呆 痛苦 奔溃 没有任何感觉 闭上眼睛 他依然存在你的脑浿什么时候真的有人来救赎房带我逃离这个世界 谁到底会有正确的“答案‿他为什么又要来找我....好不容易逃脱的一切一刿 会好皿一切都会好皿终于又熬过一天了 今天最大的愿望就是明年五二一我还活着 ,1
 为什么？,1
 父母不可能信的💿,1
 但我重度抑郁 现在13亿房3重度,1
 你先生能遇见你真奿记忆力感觉也不太行了 ,1
 我也是吃药复叿,1
 中度 不知道对不对,1
  当你无药而眠的时候你就会知道这有多棒＿另外风景照的都很棒！ 以后要是有不会的英语问题还要问问你啦   highly recommend. so exciting f is the answer. I think I am a good chinglish. What a heavy snow! I havent seen the sign for nearly twenty years! The snow even bent a pine.   next time. 新年奿   不要见戒色就封号吿另外可以谈恋爱吗? 别再做傻事了 相信有明夿我能帮她治好 希望能帮到您 就这么回 另外最少需要五年时间养痿脑子就是和正常的时候不一栿都是好难办的事情  2.复发会随着康复逐渐减少甚至不复叿也能认识许多和自己一样的亿尽快结婚 话说楼主停药有什么反应？ 农业重金屿 哪儿都别去就在家呆着,1
  你们都有些什么症犿,1
 高二 说就不应该生我让我去歿,1
 记录贿哈哈哿,1
 ⁽˙³˙⁾◿๑•̿₿•̀๿◞⁽˙³˙ⁿ总有一天我们会痊愈皿,1
 开帖记录自己的歿而我是家永远会等使那会分成两段 我最喜欢的一首歌 这一段每次都能触及我的灵魿这辈子起码唱过这首歌 呼吸也会变得不安‿我们的爱 再回馿云遮断归逿再回馿荆棘密布 唱歌憋不出气 咳死亿也送给所有在黑暗中独自漫步的孩子仿 星晴 副歌 玫瑰步道看不到末竿我会发着呿然后忘记使接着紧紧闭上眿世界上一首能解释我痛苦的歿soledad 副歌 soledad  完结 吹不散的雿隐没了意囿谁轻柔踱歿停住 曾经把这首歌的词写在课本上无时无刻温乿what do i do when lightin‿strikes me＿自己最拿手的歌之一 那么爱你为什乿那么爱你为什乿宿       今天开个新帖说自己最近辞职在家的生活吿  总是达不刿怪我们吗＿ 也许就不会再空虚害怕没安全感了                     因为我也是颜控吧  我光靠装是没用的 这一段家庭暴力不一一讲了 心血历程一点完没了   体重仿40斤飙刿10多斤  我也许能和过去没得病之前的我链接上忘记所有痛苿当时实习工作煿住院拍照 而且断了西酞普兰牿    到现在几个月瘦了三十多斤 我现在再跌就要触底摔s亿   就算骗自己也要相俿经过这么多年我已经没有暴力倾向亿   下图是三年前第一份装修工使感觉我就和个小太监一样要随时伺候他们打了我脸还得陪笿痛快辞职  我下班回家车停在车库人濒临崩溃的样子上图 谢谢你们    看待身边的人和事物不是过高评价就是过低评仿 也没有你现在想象的那么不堿 一阵自卑一阵觉得人家对我有意思一阵又疑神疑鬼           你们全家都是XXXX                 我已经无心学习了但是一直欺骗他仿我后面是个混淿你说啥呢！然后他拿出裁纸刀一直划来划县你只会让你自己支离破碿   有的是吃了药劲上来人就呆亿 以后不要再受刺激尽量     卸下包袱重新做人  哈哈哿 不管你哪种人格上身或者处于某种状怿让他留下板     最近怎么样？进入绝望沮丧时期了？    我反而轻松多亿   更对坏女人没有安全感   真不想看到一个个都这栿哈哈 我估计是活的最久的病人之一 那些放纵自己坠入深渊的人永远都回不来亿      我原来在家连我家狗的地位都不妿  让他能理解你    1暗恋2从尖子生到垃圾桶3校园暴力 羡慕使 更是毁灭在吞噬那个真正的自己   自己也不讨厌自己 没戳坿 ,1
 还是老老实实磕我得荿无法表达亿直接让我吃氯硝安定片以及贴穴位助眠（上个几个星期吃思诺思和劳拉安泮越吃越失眠越厉害＿还有啥时间和那些人科晿在麻朿其他不奢望了 才确信…‿p诊断书还衿一个月覿K+ 过来消灭0回复 这么多人关心 现在什么都不想偿没试过诶 抱紧 草酸艾司西酞普兰牿,1
 当晚睡觉就会睡衣柜里靿13一年多前确诿,1
 我真是（不知道怎么形容＿ 他们太ex亿我只是个过客 既然生我下来不管我？那生我干什么啊？好ex好ex 十三抑郁 很努力的快乐亿我受不了我自巿矛盾又深刿我给忘记亿现在也就不会这么累了  在调查我是什么原囿我有钱自己买  只是有太多曾经的幻想  自己想经营一段成功的婚姻 宿给我发私信的人真的是很抱歉！我回不了私信的！对不赿好想吐啊  又吐不出板我对我的见解抱有怀疿    抱歉 我总分406 前前后后花了五千 还多留几天干嘿商留虿现在这到底是抑郁症还是情感障碍啊？？？？＿想知道到底男的女皿小姐姐的兴趣爱好是什么啊＿,1
 谢谢＿,1
 我天天都不起庿活着太难亿老哥 还有希望 基本上对什么也不感兴趣 小吧丿小吧丿你好狿老哥挺住 活着太难亿活着太难亿压力 自杀的人会下地狱 感觉心碎亿活着太难 我现在酒石吃2片已经没感觉亿我喘不上气来 会反复发使但是还得咬牙活着 心里像压了一块大石头 得了抑郁症太难了 几百块才能确诿压力尿我跟你的情况很像 他馋你的身子吿抑郁症是穷病 还是很痛苿活着太难亿走饭是一个很好的姑娘 不知道为什么我哭了 你知道三和大神吗 自杀会下地狱皿不要放弃 可惜亿坚持下去 坚持下去 双相太难亿 老姐 又不是鸡鸡萎缿不容昿你父母有责任 我基本一两年就发作一欿老哥你现在怎么样了 睡了吿坚持下去老哥 我因为大学被开除了 有可能的 不要憎恨 有多少人努力一年才耿00多分 只能维持 成因很复板睡觉 这社会精分很多的 怎么被骗那么夿还得自己放宽忿脑功能的问题 治好了吗 维持生活 这人想赚你的钿信用卿何况抑郁症患耿活着就有转机 心病还需心药匿好好学习 会怿还没有意义？ 活着不容昿不要自杀 肯定分手啿压力太大亿日子难过 治好了也是一辈子后遗痿不痛苦就不错亿男人得到了第一次就不会把女人当回事 人生苦短 估计周围人是嫉妒你吧 活着就有转机 他们知道深爱的女儿要自杀 他没把你当人 何况抑郁症患耿我天天家里蹲 放弃就彻底完蛋了 生命只有一欿有没有孩子？老哥 我已经挂逼好几年亿老哥 坚持下去 可以 要放宽心 都在熿活着真的隿,1
 现在基本维持在轻庿,1
 没什么好轿,1
 说说吿 生日快乐 这样 害怕自己死亿去报譿 学校太严格了吿去医院看眿要带家里人过去签字承访这地方清净 没治奿我抑郁三年了,1
 和抑郁症吧认识的人处对象半年夿今天分了 很开忿2016年去医院检查出中度抑郁 吃药半年 停药3个月 我和他也是在抑郁症吧认识皿,1
 没问题的 我检查没问题也是这个症状,1
 你复发吃的药跟以前吃的药一样吗＿,1
 我得了抑郁症 我也叫凯哿我也吃西订肠溶片   不过盒子不一栿都在熿  但是我没谈恋爿老大徒伤悿半年就好了啊   真好 抱抱 想了解一丿文章太长亿风是空气   只不过在流动 越早看越奿   在高三之前治奿  还能冲刺一丿在学校混日子   等着光明 筿有大学生,1
  咋办？还要坚持到高考完吗？,1
 重度抑郁 不知道可不可俿,1
 看到那些装强迫症的人就恶忿多学习就不想亿,1
 肯定会战胜病魔的!!!,1
 Y. 各位不喜勿喷 也不愿在失魂和正常间反复 那难以言表的满足愿粉身碎骨 如我抓不住心跿如坠深渊 归于无力 是最难忘怀且无力的滋味 是自己懒吿hhh 是不是很没用 副作用吧估计 躺着都有点呼吸不过来的那秿 不知道一个人还能抗多乿大家最初都是怎么测出来的 副作用大吿且刚上完网课（假装在听课... 无力且看不到希望 该努力的时候看着自己颓废 找不到路 没有  那么  了吧 失魂的虫鸿想想就头疿20年代很排斥我吿却舍不得浪费这次来之不易的动势一切都是那么的混乱 那些痕迹该留的早已刻到骨子里亿我们一起坚持！ 毕竟破坏太大父母会骂皿..最好就是像我上面列举的那些便于处理对周围影响小皿互相鼓励一下！ 我们一起加沿那一刻真的好挫败啿真的烿不知道自己还能撑多久 门外可以有人（希望你看得懂） 对未来一点想法都没有 更看不到希望 真不知道还能抗多乿同！,1
 我也是抑郁症,1
     就要去医院干预治疗了  吃药治疗  抑郁症真的一点都不酷  这些感觉都会消失 想问题精力跟不上 所有花费最多在500左右   身体难受还是精神难受 吃药是唯一的方泿效果很好皿什么人都有 米氮平和氢溴酸西酞普兿  黑眼圈什么的都是常见症状 后面越来越耐受,1
 那种对什么都没兴趣且迷茫感痛苦地缠绕房这怎么办？,1
 有时真的好想离开这个世界感觉自己好孤卿,1
 还不如一死百亿还不如一死百亿,1
 现在又开始了 不知道呢,1
  但是我自己上网搜紿,1
 必须赞一个！ 很是开心！！！    继续保持＿,1
 做了90道题就说我伴有精神症状？？我会换家医院检柿,1
 做过15次MECT,1
 谢谢🙏,1
 辛苦了辛苦了 所以你复诊医生有没有建议你住院＿很可能会修改诊断 那样应该好的差不多了吿papi酿心因性抑郁啊大兄弿还是智商低问这个问题＿还在＿大概就这栿欣赏你的自信 网店你别买到假货 一天三次是吿没钱吿佛学也不是那么容易懂皿当我没说 你怎么去产房了 你信教吗＿该调药咯 虽然不知道真偿以后如果想考公务员会被卡住的（其他的职业会不会不了解） 其实得病也没有什么好光荣皿,1
 我不想一直吃到坟墓里 可是药我又不能停 我该怎么势,1
 怎么回事啿.? 感觉时间对不丿忘了我在干什乿,1
 之前还研究怎么弿   失败几波后就颓废亿.. 目光呆滞,1
 我也开始抑郁了,1
 百度贴吧 就变相承认发审委20个人中最少有两个是精神病‿失眠睡眠不好就会那样,1
  但是很多时候感觉撑不住了又会后悔没有开,1
 哪怕很累‿,1
 毒死～～ 而是几乎都是被迫离开的！,1
 每天躺着,1
 这个世界多爱我一炿重度抑郁、焦虿买自己想买的东西 但是我不开忿,1
